date,global_duration,training_duration,n_epochs,model_id,n_parameters,opts,stopped
23/11/2021 16:55:36,2267.63,2240.68,50,DLBDL_dl1-2_1_pat8_restoreTrue,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.001, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",22
23/11/2021 17:38:47,2590.6,2562.98,50,DLBDL_dl1-2_1_pat8_restoreFalse,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.001, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",25
24/11/2021 11:18:42,1294.07,1265.85,50,DLBDL_dl1-2_1_pat5_restoreTrue_delta0.001,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.001, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",12
24/11/2021 11:50:14,1891.56,1864.61,50,DLBDL_dl1-2_1_pat5_restoreFalse_delta0.001,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.001, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",18
24/11/2021 12:18:18,1684.06,1656.6,50,DLBDL_dl1-2_1_pat5_restoreTrue_delta0.002,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",16
24/11/2021 12:43:39,1520.8,1492.8,50,DLBDL_dl1-2_1_pat5_restoreFalse_delta0.002,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",14
24/11/2021 13:14:14,1834.5,1806.21,50,DLBDL_dl1-2_1_pat5_restoreTrue_delta0.004,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.004, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",17
24/11/2021 13:42:57,1723.04,1692.04,50,DLBDL_dl1-2_1_pat5_restoreFalse_delta0.004,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.004, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",16
24/11/2021 14:23:14,2416.8,2389.26,50,DLBDL_dl1-2_1_pat8_restoreTrue_delta0.001,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.001, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",23
24/11/2021 14:53:31,1816.76,1788.85,50,DLBDL_dl1-2_1_pat8_restoreFalse_delta0.001,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.001, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",17
24/11/2021 15:35:56,2545.65,2517.7,50,DLBDL_dl1-2_1_pat8_restoreTrue_delta0.002,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.002, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",24
24/11/2021 16:16:56,2459.56,2431.33,50,DLBDL_dl1-2_1_pat8_restoreFalse_delta0.002,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.002, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",23
24/11/2021 16:59:41,2564.54,2536.36,50,DLBDL_dl1-2_1_pat8_restoreTrue_delta0.004,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.004, 'restore_best_weights': True}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",24
24/11/2021 17:44:08,2666.48,2637.8,50,DLBDL_dl1-2_1_pat8_restoreFalse_delta0.004,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_pat{early_stopping--patience}_restore{early_stopping--restore_best_weights}_delta{early_stopping--min_delta}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.004, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_dl1-2_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",25
24/11/2021 18:02:22,1094.51,1065.93,50,DLBDL_replicate_1_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",10
