date,global_duration,training_duration,n_epochs,model_id,n_parameters,opts,stopped
24/11/2021 18:36:22,2039.76,2011.79,50,DLBDL_replicate_2_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_2', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",19
24/11/2021 19:03:44,1641.41,1607.02,50,DLBDL_replicate_3_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_3', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",15
24/11/2021 19:30:57,1632.59,1603.91,50,DLBDL_replicate_4_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_4', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",15
25/11/2021 00:30:30,2243.02,2212.52,50,DLBDL_replicate_5_regl2_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_5_regl2', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1], 'regularizer': {'type': 'l2', 'value': 0.001}}",21
25/11/2021 00:48:20,1070.47,1043.18,50,DLBDL_replicate_6_regl2_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_replicate_6_regl2', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1], 'regularizer': {'type': 'l2', 'value': 0.001}}",10
25/11/2021 02:14:14,5153.52,5126.28,50,DLBDL_noes_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': False, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_noes', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",
25/11/2021 03:41:31,5237.13,5208.46,50,DLBDL_noes_2_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': False, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_noes_2', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1]}",
22/11/2021 22:08:31,2929.24,2900.54,50,DLBDL_averaged,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_averaged', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], [1, 2]]}",26
29/11/2021 15:00:42,1694.81,1645.04,50,DLBDL_ma1_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_ma1', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1], 'use_ma': True}",15
29/11/2021 15:22:53,1330.97,1302.46,50,DLBDL_ma2_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_ma2', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1], 'use_ma': True}",12
29/11/2021 17:04:49,2345.15,2316.91,50,DLBDL_swa_lr-0.01_epochs-50,"{'trainableParams': 126082, 'nonTrainableParams': 640, 'totalParams': 126722}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL_swa', 'class': 'dlbd.models.dlbd.DLBD', 'dilation_rate': [[1, 2], 1], 'use_swa': True}",19
29/11/2021 17:48:58,2649.04,2621.31,50,DLBDL2_lr-0.01_epochs-50,"{'trainableParams': 109570, 'nonTrainableParams': 512, 'totalParams': 110082}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL2', 'class': 'dlbd.models.dlbd.DLBD2', 'dilation_rate': [[1, 2], 1]}",25
29/11/2021 18:24:18,2119.35,2091.77,50,DLBDL2_ma_lr-0.01_epochs-50,"{'trainableParams': 109570, 'nonTrainableParams': 512, 'totalParams': 110082}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL2_ma', 'class': 'dlbd.models.dlbd.DLBD2', 'dilation_rate': [[1, 2], 1], 'use_ma': True}",20
29/11/2021 18:37:46,808.23,779.95,50,DLBDL2_swa_lr-0.01_epochs-50,"{'trainableParams': 109570, 'nonTrainableParams': 512, 'totalParams': 110082}","{'data_config': 'config/gpu/runs/trim/data_config.yaml', 'id': '_{learning_rate}_{n_epochs}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-', 'learning_rate': 'lr-', 'n_epochs': 'epochs-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete2'], 'model_dir': '/home/sylvain/data/results/runs/candidates/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/candidates', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 128, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 5, 'min_delta': 0.002}, 'random_start': True, 'num_dense_units2': 0, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL2_swa', 'class': 'dlbd.models.dlbd.DLBD2', 'dilation_rate': [[1, 2], 1], 'use_swa': True}",6
10/12/2021 22:55:51,3845.96,3812.06,50,DLBDL_wr3_fil128_d1-64_d2-32_pps200_bs256,"{'trainableParams': 187746, 'nonTrainableParams': 960, 'totalParams': 188706}","{'data_config': 'config/gpu/runs/summary/data_config.yaml', 'id': '_wr{wriggle_room}_fil{num_filters}_d1-{num_dense_units}_d2-{num_dense_units2}_pps{pixels_per_sec}_bs{batch_size}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete3'], 'model_dir': '/home/sylvain/data/results/runs/summary/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/summary', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 200, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 128, 'num_dense_units': 64, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.002, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 32, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL', 'dilation_rate': [[1, 2], 1], 'class': 'dlbd.models.dlbd.DLBD', 'wriggle_room': 3}",26
10/12/2021 11:59:34,1762.27,1737.06,50,DLBDL_wr3_fil64_d1-512_d2-256_pps100_bs256,"{'trainableParams': 529666, 'nonTrainableParams': 1920, 'totalParams': 531586}","{'data_config': 'config/gpu/runs/summary/data_config.yaml', 'id': '_wr{wriggle_room}_fil{num_filters}_d1-{num_dense_units}_d2-{num_dense_units2}_pps{pixels_per_sec}_bs{batch_size}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete3'], 'model_dir': '/home/sylvain/data/results/runs/summary/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/summary', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 100, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 512, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.002, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 256, 'time_mask': True, 'freq_mask': True, 'name': 'DLBDL', 'dilation_rate': [[1, 2], 1], 'class': 'dlbd.models.dlbd.DLBD', 'wriggle_room': 3}",19
10/12/2021 11:59:34,1762.27,1737.06,50,DLBD,"{'trainableParams': 529666, 'nonTrainableParams': 1920, 'totalParams': 531586}","{'data_config': 'config/gpu/runs/summary/data_config.yaml', 'id': '_wr{wriggle_room}_fil{num_filters}_d1-{num_dense_units}_d2-{num_dense_units2}_pps{pixels_per_sec}_bs{batch_size}', 'id_prefixes': {'databases_options--spectrogram--n_mels': '_nmels-', 'databases_options--spectrogram--n_fft': 'fft-'}, 'databases': ['citynet2', 'nips4b2', 'NABS2', 'arctic_complete3'], 'model_dir': '/home/sylvain/data/results/runs/summary/models', 'logs': {'log_dir': '/home/sylvain/logs/gradient_tape/runs/summary', 'use_version': True}, 'clean_empty_models': True, 'n_epochs': 50, 'epoch_save_step': 3, 'learning_rate': 0.01, 'learn_log': 0, 'do_augmentation': 1, 'A': 0.001, 'B': 10.0, 'ensemble_members': 1, 'training_balanced': True, 'resize_spectrogram': True, 'pixels_per_sec': 100, 'spectrogram_overlap': 0.75, 'batch_size': 256, 'do_batch_norm': 1, 'channels': 4, 'num_filters': 64, 'num_dense_units': 512, 'conv_filter_width': 4, 'wiggle_room': 10, 'dropout': 0.5, 'databases_options': {'spectrogram': {'n_fft': 512, 'n_mels': 32, 'sample_rate': 'original', 'to_db': False}}, 'parent_path': 'config/gpu/runs/training_parent.yaml', 'skip_trained': True, 'early_stopping': {'patience': 8, 'min_delta': 0.002, 'restore_best_weights': False}, 'random_start': True, 'num_dense_units2': 256, 'time_mask': True, 'freq_mask': True, 'name': 'DLBD', 'dilation_rate': [[1, 2], 1], 'class': 'dlbd.models.dlbd.DLBD', 'wriggle_room': 3}",19
